H1,H2,H3,H4,S1,S2,S3,S4,V1,V2,V3,V4,LabelName
1224,13729,167,0,2598,2453,2033,8036,2614,1134,181,11191,S_Health
3960,7458,1232,0,2604,2803,2184,5059,3610,873,567,7600,Chrome
0,14632,0,0,9287,3808,983,554,77,4373,579,9603,S_Planner
0,12971,0,0,637,573,1370,10391,3556,742,358,8315,Telefone
0,12760,0,0,198,503,915,11144,3353,488,313,8606,Calculadora
1317,14856,333,0,11603,930,1727,2246,3078,1573,404,11451,Ferramentas
1654,4263,7070,0,3123,4818,4348,698,2154,1628,241,8964,Galaxy_Store
0,13852,8,0,8744,913,1223,2980,3056,1330,501,8973,Relogio
0,13098,0,0,1753,262,156,10927,2810,951,463,8874,Definicoes
0,15872,0,0,8038,873,2238,4723,1351,2547,222,11752,Gestor_Inteligente
156,10320,2955,0,7696,2403,1485,1847,1706,1813,412,9500,Email
0,14876,7,0,10205,2123,762,1793,1214,2908,374,10387,Radio
0,15222,0,0,530,587,1288,12817,3151,2327,333,9411,S_Voice
0,3726,11403,0,1138,4410,6208,3373,2879,1043,462,10745,Video
8745,4415,997,0,2051,8281,2680,1145,4361,408,159,9229,Contactos
5546,9698,2,0,5816,843,1547,7040,4106,826,316,9998,Galeria
9623,4335,320,0,7569,4695,1296,718,2886,327,127,10938,Mensagem
0,13696,512,0,5205,2271,2178,4554,2369,2155,383,9301,Camara
0,14040,0,0,749,198,169,12924,2230,1330,361,10119,Musica
0,20878,0,0,0,11280,3627,5971,3841,1950,530,14557,Gestor_Inteligente
4931,8204,1749,0,695,4810,4578,4801,5098,496,4527,4763,Chrome
1589,16830,211,0,406,4019,2599,11606,4931,335,2067,11297,S_Health
0,16728,0,0,28,11276,1559,3865,4061,1179,574,10914,Relogio
0,16404,108,0,7,1477,1909,13119,3984,868,367,11293,Musica
0,13750,0,0,0,1832,6118,5800,2673,1119,417,9541,Internet
10141,8448,287,0,3147,13180,1337,1212,6183,332,7909,4452,Mensagem
9479,4195,606,0,1110,6811,4475,1884,3564,442,8612,1662,Contactos
38,13877,0,0,2,219,1313,12381,3980,541,7900,1494,Telefone
0,4013,12871,0,151,1665,5346,9722,3155,800,610,12319,Video
0,14994,0,0,0,230,2456,12308,4518,308,6769,3399,Calculadora
0,17258,32,0,42,1050,2826,13372,5150,1026,315,10799,S_Voice
0,17746,338,0,30,13150,2919,1985,4778,404,314,12588,Radio
276,13482,3141,0,1356,9264,3241,3038,4620,460,2235,9584,Email
0,14671,457,0,10,8278,2080,4760,3536,687,1343,9562,Camara
6004,9370,1,0,1195,6004,1621,6555,3418,600,1853,9504,Galeria
1053,18607,362,0,2139,13306,2435,2142,5466,327,1745,12484,Ferramentas
0,17145,0,0,13,14520,1588,1024,1057,3450,916,11722,S_Planner
1581,6928,8479,0,2058,8997,5885,48,1903,3630,1345,10110,Galaxy_Store
0,14280,0,0,0,1962,527,11791,2504,908,359,10509,Definicoes
4773,9258,852,0,3389,3728,1942,5824,2430,2504,927,9022,Chrome
0,14848,0,0,1405,994,549,11900,1197,2261,564,10826,Definicoes
1383,16653,52,0,2359,2602,2333,10794,2274,1866,278,13670,S_Health
0,15129,0,0,373,1131,818,12807,417,2416,835,11461,S_Voice
0,18360,0,0,10322,5984,1304,750,3,4936,1802,11619,S_Planner
0,6140,13040,0,1409,6406,8185,3180,2175,3316,401,13288,Video
0,15458,0,0,75,670,2410,12303,590,4118,372,10378,Calculadora
0,16632,0,0,739,935,818,14140,713,2931,715,12273,Musica
0,16022,353,0,3371,5078,3045,4881,687,3999,444,11245,Camara
0,15428,0,0,1408,806,8155,5059,188,4190,788,10262,Internet
9808,9179,53,0,9537,8225,1165,113,1759,3919,166,13196,Mensagem
6077,12147,0,0,6443,973,3785,7023,2222,3541,400,12061,Galeria
9890,4578,292,0,3242,9613,1461,444,2516,1062,631,10551,Contactos
3,15122,0,0,144,1184,1207,12590,3168,1643,633,9681,Telefone
2132,6955,6913,0,4057,8841,3019,83,307,4437,415,10841,Galaxy_Store
0,18224,0,0,11977,2806,1379,2062,3,4298,995,12928,Radio
0,19738,0,0,5426,6977,2015,5320,250,3890,368,15230,Gestor_Inteligente
1126,19877,304,0,13589,2439,2443,2836,537,5968,883,13919,Ferramentas
0,17000,0,0,1367,10555,1609,3469,2255,2757,1104,10884,Relogio
126,14047,3242,0,8052,4909,2335,2119,69,4928,1411,11007,Email
10870,4010,224,0,1953,7113,4992,1046,3298,542,990,10274,Contactos
10812,7348,56,0,7554,9557,711,394,1934,2689,499,13094,Mensagem
0,15621,0,0,518,2231,8313,4559,4229,904,305,10183,Internet
0,16064,552,0,2574,6878,3310,3854,3953,1223,777,10663,Camara
4,16557,64,0,744,976,628,14277,2608,1546,317,12154,Musica
0,19035,0,0,2551,9442,1828,5214,1272,2350,309,15104,Gestor_Inteligente
5759,8387,610,0,1484,4164,3741,5367,4186,800,2311,7459,Chrome
0,17478,826,0,638,13598,2527,1541,6758,523,368,10655,Relogio
1307,17468,265,0,12824,3040,2118,1058,2590,2116,611,13723,Ferramentas
0,3156,13744,0,1712,758,10626,3804,2011,1224,323,13342,Video
289,14018,57,0,333,864,1937,11230,3659,203,790,9712,Calculadora
0,14762,0,0,337,1614,509,12302,1679,1533,421,11129,S_Voice
0,19700,20,0,11874,4311,1648,1887,1464,4704,678,12874,Radio
1143,13271,2344,0,7073,5224,1958,2503,3016,1979,1152,10611,Email
2558,6228,7089,0,4584,5949,5024,318,2498,2227,496,10654,Galaxy_Store
1591,16914,121,0,1672,3553,2569,10832,4042,793,249,13542,S_Health
0,14994,0,0,8301,5450,635,608,98,2671,858,11367,S_Planner
94,14492,54,0,214,2226,1102,11098,4122,197,1971,8350,Telefone
0,14994,0,0,153,2099,1729,11013,3358,729,337,10570,Definicoes
6836,11340,0,0,954,7160,2956,7106,4682,1041,418,12035,Galeria
1066,13774,2432,0,9075,3835,3480,882,1644,3856,1072,10700,Email
0,15730,0,0,11355,3505,427,443,33,3426,891,11380,S_Planner
2528,7886,7275,0,5892,7208,4424,165,2340,4147,506,10696,Galaxy_Store
1626,17259,158,0,2192,3837,3242,9772,3959,1286,262,13536,S_Health
0,19575,0,0,4555,8341,1859,4820,1131,3105,339,15000,Gestor_Inteligente
0,15093,0,0,1019,1493,733,11848,2767,1379,369,10578,Definicoes
5574,8252,814,0,1592,4516,3801,4731,3572,1304,1902,7862,Chrome
0,19456,4,0,12900,3411,2173,976,901,5122,671,12766,Radio
0,15104,0,0,549,1612,668,12275,1587,1938,474,11105,S_Voice
0,14268,0,0,20,884,2276,11088,2142,1635,590,9901,Calculadora
0,3190,13967,0,1976,928,12018,2235,1711,1750,343,13353,Video
10758,6208,52,0,7038,9452,374,154,1370,2084,467,13097,Mensagem
0,15892,0,0,1352,1811,11255,1474,1701,3601,392,10198,Internet
0,15423,573,0,3847,5731,2833,3585,2484,2060,768,10684,Camara
0,16250,0,0,891,1034,900,13425,1835,1985,319,12111,Musica
21,14499,0,0,116,1154,1536,11714,3521,645,1474,8880,Telefone
10793,3909,181,0,2387,6680,4961,855,2749,850,865,10419,Contactos
6804,10740,0,0,967,7501,2655,6421,3732,1330,427,12055,Galeria
0,16759,9,0,1875,11074,2230,1589,3073,2405,672,10618,Relogio
1363,17964,269,0,13199,3086,2748,563,2741,2582,538,13735,Ferramentas
0,15104,0,0,0,1099,2475,11530,2516,1472,1035,10081,Calculadora
12,15474,8,0,689,1708,1155,11942,972,2061,653,11808,S_Voice
0,14976,0,0,446,2427,10293,1810,1827,2273,477,10399,Internet
0,17526,0,0,259,2611,1877,12779,3946,1717,387,11476,Definicoes
0,16360,515,0,2204,7004,3006,4661,3417,1701,833,10924,Camara
1027,17297,1276,0,3534,1210,1834,13022,4326,2362,668,12244,Musica
5704,9142,1144,0,2050,5936,3451,4553,5450,328,3045,7167,Chrome
0,18142,74,0,1352,12754,1993,2117,3300,2559,628,11729,Relogio
50,18282,980,0,13843,3523,931,1015,1843,3492,448,13529,Radio
265,14947,3400,0,8418,5998,2513,1683,2651,3158,1034,11769,Email
1394,20707,1431,0,14976,3564,3426,1566,7241,1252,360,14679,Ferramentas
52,19765,0,0,3797,9909,1048,5063,517,3316,267,15717,Gestor_Inteligente
6510,8373,0,0,913,6590,1221,6159,2298,650,370,11565,Galeria
10445,5135,29,0,5583,8758,348,920,2529,210,430,12440,Mensagem
0,18358,0,0,12430,4141,1169,618,854,4113,825,12566,S_Planner
2550,6566,7894,0,5949,6159,4693,209,1685,3236,488,11601,Galaxy_Store
291,5126,14311,0,2324,1523,12602,3279,3408,2700,383,13237,Video
1685,17031,52,0,1742,3403,3190,10433,3946,496,381,13945,S_Health
115,15509,0,0,213,1743,1939,11729,4630,918,1953,8123,Telefone
9676,3422,200,0,1542,5650,5278,828,2334,242,887,9835,Contactos
0,18432,0,0,369,12411,3555,2097,5672,2230,435,10095,Relogio
4582,8864,1191,0,4741,3595,3324,2977,2704,1691,2030,8212,Chrome
1540,15885,263,0,1350,4401,3186,8751,3586,839,400,12863,S_Health
0,17290,0,0,10321,5905,699,365,410,4502,377,12001,Radio
773,12609,2590,0,3711,9478,2310,473,1585,3059,1428,9900,Email
0,14260,0,0,0,1332,2124,10804,3913,318,2247,7782,Telefone
10392,4676,412,0,2270,7450,5094,666,3911,643,852,10074,Contactos
6818,9807,0,0,1040,7520,1951,6114,3455,1156,419,11595,Galeria
0,15640,0,0,663,2057,11182,1738,2117,3312,310,9901,Internet
0,14250,0,0,20,2264,1011,10955,2637,1121,326,10166,Definicoes
0,17280,10,0,647,674,1458,14511,3505,1735,284,11766,Musica
0,15390,482,0,3238,6472,3343,2819,2485,2331,1033,10023,Camara
0,4795,13535,0,1272,605,11385,5068,4473,766,239,12852,Video
0,17688,0,0,434,10114,2059,5081,2502,965,254,13967,Gestor_Inteligente
2470,7534,7006,0,2004,7128,7255,623,5203,1296,712,9799,Galaxy_Store
0,15129,0,0,2316,11253,1002,558,394,3127,820,10788,S_Planner
1,13529,0,0,3,1063,1620,10844,2630,759,1214,8927,Calculadora
11012,6436,96,0,6330,9781,931,502,3936,470,507,12631,Mensagem
0,13908,0,0,204,1190,619,11895,1376,1458,349,10725,S_Voice
1173,19239,323,0,10072,7644,2225,794,3780,3368,480,13107,Ferramentas
0,14986,0,0,0,1521,2589,10876,4588,367,2336,7695,Telefone
0,12285,0,0,668,1587,8448,1582,455,1623,304,9903,Internet
0,14000,0,0,9,2301,864,10826,2368,1123,341,10168,Definicoes
0,17028,0,0,10365,5646,674,343,467,4174,381,12006,Radio
1559,16496,169,0,1078,4424,3127,9595,4174,770,410,12870,S_Health
2406,5377,6842,0,2120,5269,6619,617,3039,1070,741,9775,Galaxy_Store
10814,6301,45,0,6148,9631,886,495,3550,476,508,12626,Mensagem
1173,18336,336,0,10384,6977,1678,806,2617,3639,490,13099,Ferramentas
0,17250,0,0,357,11965,2812,2116,4604,2134,426,10086,Relogio
0,13899,0,0,1455,11010,887,547,188,2099,826,10786,S_Planner
1,19042,0,0,631,10491,2429,5492,3084,1535,272,14152,Gestor_Inteligente
788,13132,2572,0,3657,9818,2505,512,1673,3483,1450,9886,Email
4564,9020,1048,0,4886,3175,3569,3002,2718,1769,1933,8212,Chrome
10407,5188,401,0,2159,7749,5396,692,4318,731,862,10085,Contactos
6780,8715,3,0,1057,7144,1153,6144,2144,1312,435,11607,Galeria
0,15220,500,0,3146,6395,3297,2882,2646,2018,1034,10022,Camara
4,15856,12,0,664,692,1133,13383,2045,1775,283,11769,Musica
0,15748,0,0,183,1404,911,13250,2689,1984,337,10738,S_Voice
1,13455,0,0,7,700,1313,11436,2907,406,1275,8868,Calculadora
0,3625,13403,0,1298,461,10493,4776,3177,753,249,12849,Video
1123,16789,312,0,6869,7966,1937,1452,2970,1766,502,12986,Ferramentas
1491,15153,126,0,789,4222,2419,9340,2943,614,367,12846,S_Health
0,15523,477,0,1169,8075,3141,3615,1719,3232,970,10079,Camara
0,3930,13356,0,1334,426,11287,4239,3359,821,249,12857,Video
5075,8267,936,0,1261,4718,2897,5402,4588,352,2844,6494,Chrome
2423,7378,6711,0,2467,7058,6720,267,3512,2530,701,9769,Galaxy_Store
0,14874,0,0,273,1887,9075,3639,2333,2355,300,9886,Internet
10313,5563,0,0,5538,9330,650,358,1958,817,462,12639,Mensagem
10159,3877,242,0,1709,8923,3084,562,2931,399,1186,9762,Contactos
17,15235,0,0,34,1634,1880,11704,3930,1273,2562,7487,Telefone
0,18623,9,0,513,1582,1055,15482,4016,2607,256,11753,Musica
0,15840,0,0,258,11339,2006,2237,3138,2119,542,10041,Relogio
0,14875,0,0,6,2281,686,11902,3306,1143,329,10097,Definicoes
0,14883,0,0,851,12623,807,602,4,3342,830,10707,S_Planner
0,14520,0,0,156,1255,564,12545,2056,1435,333,10696,S_Voice
6614,8511,0,0,837,6484,1407,6397,2330,730,420,11645,Galeria
0,14250,0,0,2,730,2074,11444,3296,871,992,9091,Calculadora
776,13961,2525,0,2869,9419,3723,1251,3132,2923,1372,9835,Email
0,17157,0,0,8276,6628,956,1297,930,3953,371,11903,Radio
0,18348,0,0,535,10243,2874,4696,2406,2076,242,13624,Gestor_Inteligente
1472,15812,139,0,735,4209,2674,9805,3542,669,362,12850,S_Health
1143,19004,277,0,7180,7574,3999,1671,4973,1967,489,12995,Ferramentas
0,13673,0,0,5,2244,439,10985,2144,1093,346,10090,Definicoes
0,17024,0,0,229,11312,2612,2871,4382,2076,517,10049,Relogio
0,13216,0,0,354,1740,8207,2915,889,2128,325,9874,Internet
0,15390,485,0,1418,7511,3173,3773,1894,2924,965,10092,Camara
10412,6507,81,0,5750,9936,954,360,2800,1025,475,12700,Mensagem
6526,8599,0,0,870,6298,1471,6486,2195,845,427,11658,Galeria
774,13172,2536,0,3132,9428,2753,1169,1984,3283,1358,9857,Email
0,17680,0,0,9128,5912,1274,1366,1205,4190,379,11906,Radio
0,16510,0,0,1286,13561,1062,601,109,4861,851,10689,S_Planner
7,13331,0,0,54,1360,952,10972,2308,973,2379,7678,Telefone
10121,4838,293,0,1641,8837,3905,869,3576,714,1150,9812,Contactos
2346,5309,6729,0,2495,5976,5663,250,2359,1555,691,9779,Galaxy_Store
0,18358,0,0,897,10013,2617,4831,2346,1864,271,13877,Gestor_Inteligente
5076,8492,952,0,1236,4611,3106,5567,4727,455,2830,6508,Chrome
0,16113,0,0,542,918,579,14074,2001,2079,270,11763,Musica
0,14616,0,0,164,1484,843,12125,1752,1826,341,10697,S_Voice
0,13338,0,0,1,597,1531,11209,2609,642,919,9168,Calculadora
0,3720,13308,0,1388,330,11334,3976,3105,803,286,12834,Video
1140,18019,299,0,7143,8458,2621,1236,3865,2057,497,13039,Ferramentas
0,14637,0,0,4,2250,883,11500,2974,1193,330,10140,Definicoes
4883,8585,810,0,2186,4455,2830,4807,2848,1028,3226,7176,Chrome
0,13542,0,0,183,1281,1439,10639,2489,1014,2215,7824,Telefone
0,15232,0,0,210,1454,723,12845,1852,2324,313,10743,S_Voice
6,13794,0,0,0,786,1754,11260,2965,716,977,9142,Calculadora
56,5170,13266,0,1481,547,12725,3739,4581,821,215,12875,Video
0,16770,0,0,483,1072,965,14250,2609,2096,322,11743,Musica
2608,6356,6636,0,2165,6440,6599,396,3513,1584,733,9770,Galaxy_Store
10793,7354,42,0,5658,10280,1550,701,4435,592,489,12673,Mensagem
0,17152,0,0,8809,7234,689,420,524,4288,409,11931,Radio
984,13984,2324,0,2814,11123,2651,704,1561,4456,1430,9845,Email
0,13899,0,0,399,1860,8710,2930,1126,2576,293,9904,Internet
2,16102,0,0,291,11352,2176,2285,3741,1727,565,10071,Relogio
6719,8531,0,0,732,6880,1245,6393,2373,823,432,11622,Galeria
10146,5484,216,0,1811,8156,4884,995,3953,866,1082,9945,Contactos
0,15246,0,0,1248,12495,901,602,193,3556,796,10701,S_Planner
0,17290,0,0,816,10071,1660,4743,1516,1594,270,13910,Gestor_Inteligente
1706,15337,646,0,1182,4475,2651,9381,3136,1311,392,12850,S_Health
0,15750,450,0,2020,6890,3573,3717,2640,2491,984,10085,Camara
0,12995,0,0,1742,272,134,10847,2667,983,462,8883,Definicoes
0,16254,0,0,8039,1340,2040,4835,1392,2892,222,11748,Gestor_Inteligente
1669,6369,7066,0,3177,6932,4450,545,2594,3302,239,8969,Galaxy_Store
0,14640,1,0,9300,3765,999,577,377,4072,586,9606,S_Planner
65,11810,2589,0,8188,2222,1829,2225,2139,2256,476,9593,Email
0,16465,5,0,10203,2674,1040,2553,1574,3985,507,10404,Radio
0,12882,0,0,523,574,659,11126,1619,1516,339,9408,S_Voice
0,11130,0,0,190,511,548,9881,1927,397,284,8522,Calculadora
0,3121,11399,0,1134,4525,6085,2776,2242,1065,452,10761,Video
0,14229,9,0,8711,816,1594,3117,3398,1379,474,8987,Relogio
1320,15750,338,0,11449,1143,2161,2655,3485,2247,229,11447,Ferramentas
1230,14077,187,0,2616,2568,1520,8790,3223,900,178,11193,S_Health
0,14391,0,0,750,221,529,12891,2180,1736,362,10113,Musica
0,11761,524,0,5202,2137,1493,3453,1271,1315,391,9308,Camara
0,11615,0,0,1798,1857,6071,1889,1093,1595,358,8569,Internet
9530,5472,486,0,7856,5267,1769,596,4002,428,118,10940,Mensagem
5554,7212,3,0,5729,523,868,5649,1723,724,312,10010,Galeria
8720,3352,908,0,2120,8226,1748,886,3189,405,155,9231,Contactos
1,12539,0,0,637,621,1087,10195,2997,875,358,8310,Telefone
3988,7342,1210,0,2620,2759,2245,4916,3959,416,575,7590,Chrome
10577,7570,69,0,6040,10483,1251,442,3946,1160,440,12670,Mensagem
0,14616,0,0,343,1739,9565,2969,1237,3103,357,9919,Internet
0,14087,343,0,2401,6448,2770,2811,1208,2133,1020,10069,Camara
0,15990,0,0,436,1092,801,13661,1939,1993,271,11787,Musica
0,5683,13070,0,1301,437,12490,4525,4859,768,254,12872,Video
0,15544,0,0,120,10627,2018,2779,3351,1553,509,10131,Relogio
1134,17921,257,0,4346,11699,2337,930,1874,3771,494,13173,Ferramentas
0,14136,0,0,0,2368,543,11225,2310,1251,321,10254,Definicoes
0,15738,0,0,125,890,508,14215,3287,1308,337,10806,S_Voice
6,12990,0,0,0,432,774,11790,2594,192,1104,9106,Calculadora
0,18358,0,0,3150,12428,2074,706,1084,4816,325,12133,Radio
863,13995,2428,0,2033,13207,1534,512,529,5346,1584,9827,Email
0,14592,0,0,541,11969,1210,872,670,2388,798,10736,S_Planner
2560,5543,6293,0,1246,6499,6143,508,2990,869,840,9697,Galaxy_Store
3801,8088,1563,0,3824,4156,1948,3524,2897,959,2303,7293,Chrome
1457,16550,218,0,461,4195,2628,10941,4057,804,373,12991,S_Health
0,17689,0,0,0,9304,2369,6016,3104,731,271,13583,Gestor_Inteligente
0,12870,0,0,0,994,962,10914,2129,715,2043,7983,Telefone
9842,3494,236,0,1359,6974,4763,476,2140,505,919,10008,Contactos
6691,8434,0,0,866,6411,1477,6371,2393,733,388,11611,Galeria
0,14500,0,0,0,591,2998,10911,3081,1482,880,9057,Calculadora
0,14250,0,0,63,1265,1243,11679,1186,2151,333,10580,S_Voice
0,17292,0,0,10388,2623,1974,2307,2581,1667,649,12395,Radio
670,12262,2566,0,4977,6265,2407,1849,1554,2990,1261,9693,Email
0,17160,0,0,184,1508,963,14505,3226,1825,343,11766,Musica
0,14482,401,0,173,8264,2452,3994,2886,831,839,10327,Camara
0,14396,0,0,21,2759,7650,3966,1658,2570,338,9830,Internet
6046,7760,0,0,2108,5288,783,5627,584,1082,491,11649,Galeria
10080,5100,409,0,1725,9210,4309,345,4130,551,3772,7136,Contactos
1234,17657,705,0,8626,6734,2475,1761,4310,2045,500,12741,Ferramentas
0,15000,0,0,222,9614,1503,3661,4101,782,324,9793,Relogio
0,14399,0,0,4326,7752,911,1410,657,2651,677,10414,S_Planner
2095,6725,6547,0,4883,8800,1674,10,64,5011,588,9704,Galaxy_Store
0,17424,0,0,852,9474,1782,5316,1174,2735,241,13274,Gestor_Inteligente
0,15210,0,0,0,632,1481,13097,4991,226,4129,5864,Telefone
9820,8855,30,0,10328,8137,239,1,412,4301,1450,12542,Mensagem
1582,16510,117,0,1045,3875,3001,10288,4644,431,289,12845,S_Health
0,13440,0,0,367,1725,1475,9873,1481,1641,478,9840,Definicoes
5079,8166,795,0,2094,5187,1742,5017,3099,1666,2826,6449,Chrome
0,3863,13036,0,1321,438,11902,3238,2369,1172,411,12947,Video
0,15040,569,0,1880,7407,2088,4234,2648,1852,944,10165,Camara
0,13452,0,0,384,2049,7888,3131,1182,2015,405,9850,Internet
10167,6119,89,0,7743,8111,351,170,1033,2098,574,12670,Mensagem
14,13626,0,0,190,924,996,11530,3075,551,2906,7108,Telefone
10151,4563,411,0,1545,7973,4763,844,3666,478,1278,9703,Contactos
0,15246,0,0,6602,6743,1012,889,277,3689,755,10525,S_Planner
0,14274,0,0,447,1763,1146,10918,2593,1296,460,9925,Definicoes
0,17955,0,0,1422,9600,1824,5109,1169,3160,245,13381,Gestor_Inteligente
0,14750,0,0,468,9923,1504,2855,3193,1310,352,9895,Relogio
2053,5622,6965,0,4690,6450,3431,69,704,3553,516,9867,Galaxy_Store
5060,8071,1029,0,1787,4824,2562,4987,3576,1275,2798,6511,Chrome
1181,17670,469,0,11594,2428,3472,1826,4812,1172,493,12843,Ferramentas
1555,16809,128,0,1499,3921,2710,10362,4909,446,280,12857,S_Health
0,5235,13245,0,2466,1573,11183,3258,2696,2485,383,12916,Video
0,14012,0,0,0,736,2603,10673,2458,1559,799,9196,Calculadora
0,15750,0,0,230,2530,1661,11329,840,3923,358,10629,S_Voice
486,12904,2824,0,6408,4405,3217,2184,3055,2104,1143,9912,Email
6482,9490,0,0,1585,6503,1726,6158,2213,1614,424,11721,Galeria
0,16846,50,0,10759,1597,2689,1851,2395,2065,694,11742,Radio
0,15600,0,0,599,628,1329,13044,2047,1476,327,11750,Musica
10267,5125,88,0,1891,9186,3868,535,3996,516,936,10032,Contactos
0,19591,0,0,1057,10440,3292,4802,2970,2432,270,13919,Gestor_Inteligente
0,16256,0,0,3667,11247,748,594,47,4683,824,10702,S_Planner
0,16166,0,0,419,11086,1789,2872,3527,2015,590,10034,Relogio
1176,17030,290,0,9215,5431,2341,1509,3104,1908,465,13019,Ferramentas
927,12057,2376,0,4297,7864,2222,977,1477,2665,1308,9910,Email
0,17680,0,0,10837,4284,1224,1335,1241,4168,390,11881,Radio
0,4145,13411,0,1318,599,12554,3085,3518,906,281,12851,Video
0,14152,0,0,13,717,2116,11306,3200,860,803,9289,Calculadora
0,14616,0,0,205,1517,772,12122,1856,1713,359,10688,S_Voice
2558,5957,6485,0,3771,6323,4675,231,2409,2103,623,9865,Galaxy_Store
10771,8186,6,0,6350,11088,1060,465,3596,2194,440,12733,Mensagem
5220,7964,740,0,1151,4231,2980,5562,4084,490,2790,6560,Chrome
1518,16307,130,0,748,4292,2725,10190,4108,636,349,12862,S_Health
6582,8301,0,0,756,6455,1383,6289,1839,917,448,11679,Galeria
44,13750,0,0,96,1477,946,11275,2558,1158,1904,8174,Telefone
0,13794,0,0,18,2348,619,10809,2110,1266,334,10084,Definicoes
0,16456,0,0,460,1861,10003,4132,3330,2930,306,9890,Internet
0,14661,467,0,2225,6583,2665,3655,1621,2447,880,10180,Camara
0,16896,0,0,593,1045,827,14431,2679,2162,312,11743,Musica
0,17822,0,0,751,9851,2617,4603,2190,1630,261,13741,Gestor_Inteligente
0,13689,0,0,239,1109,356,11985,1243,1371,351,10724,S_Voice
0,13560,0,0,5,818,1765,10972,2524,915,830,9291,Calculadora
9,4636,13443,0,1544,595,12726,3223,4046,911,261,12870,Video
0,16250,0,0,556,1050,863,13781,1906,2240,342,11762,Musica
6771,8235,0,0,816,6932,1059,6199,2135,806,363,11702,Galeria
10385,4862,241,0,2146,8913,3923,506,4127,404,842,10115,Contactos
0,18084,0,0,512,11823,3219,2530,4869,2502,651,10062,Relogio
0,13516,0,0,623,1658,8718,2517,531,2763,312,9910,Internet
10773,7337,111,0,5744,10204,1716,557,4365,670,413,12773,Mensagem
2623,5975,6527,0,3121,5726,5956,322,2584,2044,640,9857,Galaxy_Store
0,14640,0,0,2575,10660,825,580,26,3021,865,10728,S_Planner
0,14478,0,0,253,1630,1625,10970,3047,1284,1871,8276,Telefone
1144,18579,297,0,9115,6203,3448,1254,4084,2392,484,13060,Ferramentas
0,14503,483,0,2925,5951,2878,3232,1641,2276,800,10269,Camara
4940,8540,919,0,1889,4734,3317,4459,3252,1168,3117,6862,Chrome
0,17157,0,0,10706,5054,964,433,462,4334,414,11947,Radio
904,13462,2404,0,4303,9723,2162,582,877,4623,1320,9950,Email
0,14384,0,0,21,2304,793,11266,2623,1256,382,10123,Definicoes
1675,15310,571,0,1403,4177,2641,9335,2883,1443,287,12943,S_Health
0,13572,0,0,1237,1319,9594,1422,616,2726,325,9905,Internet
16,2587,13272,0,1441,540,11117,2777,1978,786,238,12873,Video
4,14036,0,0,13,1129,2157,10741,2926,1000,828,9286,Calculadora
0,13800,0,0,297,1117,353,12033,1638,1191,349,10622,S_Voice
5000,8157,879,0,1696,4373,3558,4409,2902,1210,3056,6868,Chrome
1855,15557,812,0,2213,3899,2977,9135,3380,1627,296,12921,S_Health
0,14508,0,0,132,2289,1113,10974,2764,1247,370,10127,Definicoes
0,14632,0,0,646,881,387,12718,1089,1541,274,11728,Musica
0,13353,562,0,3712,5219,2392,2592,1214,1627,923,10151,Camara
876,13283,2481,0,7503,6666,2052,419,956,4405,1221,10058,Email
0,16374,1,0,12109,3416,499,351,271,3755,420,11929,Radio
11107,6553,25,0,5705,10125,1172,683,3869,619,419,12778,Mensagem
6791,7965,0,0,931,6726,1006,6093,1664,1007,381,11704,Galeria
9992,2778,226,0,2513,6372,3653,458,1660,377,764,10195,Contactos
0,12996,0,0,192,1441,1069,10294,1938,978,1886,8194,Telefone
1205,18769,330,0,11981,4218,2986,1119,4180,2571,485,13068,Ferramentas
5,15453,0,0,921,10890,1834,1813,2792,2040,591,10035,Relogio
0,15125,0,0,7159,6915,620,431,93,3453,822,10757,S_Planner
0,18620,0,0,1537,10000,2473,4610,2620,1762,283,13955,Gestor_Inteligente
2628,5960,6787,0,4552,3937,6530,356,2791,2076,561,9947,Galaxy_Store
0,12744,0,0,309,1392,1102,9941,2034,1041,1903,7766,Telefone
1945,15643,772,0,1775,4266,2808,9511,3604,1463,357,12936,S_Health
0,15004,0,0,14,1126,2866,10998,3939,886,900,9279,Calculadora
10040,4082,398,0,2470,7366,3967,717,3587,457,734,9742,Contactos
1217,18055,324,0,12278,3941,2488,889,3307,2347,494,13448,Ferramentas
0,13776,0,0,61,2254,717,10744,1902,1100,352,10422,Definicoes
2791,5414,6915,0,4058,3897,6794,371,2153,1945,681,10341,Galaxy_Store
0,17160,0,0,5333,10651,712,464,101,4914,874,11271,S_Planner
0,18495,0,0,941,11126,1709,4719,1748,1920,328,14499,Gestor_Inteligente
45,2582,12997,0,1432,463,10462,3267,2104,745,186,12589,Video
922,15047,2526,0,6987,8099,2924,485,1901,4991,1306,10297,Email
0,17012,12,0,12769,3405,472,378,388,3915,388,12333,Radio
0,15717,3,0,886,11408,2126,1300,2686,1999,495,10540,Relogio
5196,8648,918,0,1771,4528,3691,4772,3627,1132,3089,6914,Chrome
0,17514,42,0,708,1630,1964,13254,3059,2664,313,11520,Musica
0,14580,545,0,3519,6052,2918,2636,1688,2594,988,9855,Camara
0,13800,0,0,416,1215,483,11686,1368,1327,340,10765,S_Voice
6535,7861,4,0,922,6456,1107,5915,1967,912,425,11096,Galeria
0,14224,0,0,1197,1643,9997,1387,1268,2942,294,9720,Internet
10603,5900,137,0,5500,9556,813,771,3573,542,329,12196,Mensagem
